Position Name,Date,Activity Name,Total Duration,Total Player Load,Player Load Per Minute,Maximum Velocity (mph),Max Acceleration,Total Distance (y),Total IMA (Average),IMA CoD Right Medium,IMA CoD Right High,IMA CoD Left Medium,IMA CoD Left High,Velocity B4+ Total # Efforts (Gen 2),Velocity B5+ Total # Efforts (Gen 2),Velocity B6+ Total # Efforts (Gen 2),IMA Accel Medium,IMA Accel High,IMA Decel Medium,IMA Decel High,HSR Velocity Band 4 Total Distance (y),VHSR Velocity Band 5 Total Distance (y),SPR Velocity Band 6 Total Distance (y)
Forward,8/3/2023,2023 - 8-3 Training,1:23:28,387.01754,4.63649,16.18113,3.99798,3601.96566,14,11,6,17,7,61,4,1,8,1,8,0,481.97725,49.97813,15.95582
Forward,8/3/2023,2023 - 8-3 training 2,1:47:42,623.43555,5.78844,16.76136,3.69766,5529.49134,11,6,1,8,4,79,15,7,13,5,7,1,862.41249,182.93964,171.78478
Forward,8/4/2023,2023 - 8-4 Training,1:42:12,631.25385,6.17656,16.32729,3.73568,5655.65375,11,9,2,10,3,99,18,7,18,5,4,1,1340.86834,192.43219,111.63605
Forward,8/5/2023,2023 - 8-5 Training,1:18:11,551.59435,7.05487,17.31235,3.96402,5192.50712,11,4,3,8,3,79,12,4,9,4,4,1,943.5586,94.83814,58.90201
Forward,8/6/2023,2023 - 8-6 Game vs UDM,0:32:45,470.61473,14.36575,16.25381,3.18365,4405.61304,7,10,5,18,1,69,16,7,10,1,1,0,1024.1798,207.67717,102.88714
Forward,8/7/2023,2023 - 8-7 Training ,1:35:51,600.20711,6.2614,16.15299,3.67581,5361.12437,9,8,2,7,1,100,26,5,14,5,5,1,1152.84341,309.59098,53.30271
Forward,8/8/2023,Activity 20230808100507,1:52:51,437.38672,3.87584,12.10815,3.42418,3938.62454,38,13,15,10,7,15,0,0,21,13,8,3,148.55643,3.99169,0
Forward,8/9/2023,2023 - 8-9 WSC Practice,1:54:36,551.88434,4.81564,18.02126,3.86234,5468.48608,12,18,4,14,3,61,17,5,10,4,9,1,757.58969,190.68241,102.90901
Forward,8/10/2023,2023 - 8-10 Training,1:35:48,524.64101,5.47618,15.0132,4.10609,5165.81599,11,17,0,22,1,95,6,1,18,8,8,2,838.7686,95.29746,9.1098
Forward,8/11/2023,2023 - 8-11 training ,1:17:07,332.63939,4.3128,14.70345,3.86352,3384.85992,5,4,0,2,1,44,5,1,3,3,5,1,609.70037,68.94138,9.70035
Forward,8/12/2023,2023 - 8-12 Game vs Loyola Chi..,0:35:27,307.44539,8.6689,14.39006,3.50954,2866.25166,9,4,3,6,3,46,4,0,4,3,2,0,554.965,48.07524,4.71347
Forward,8/14/2023,2023 - 8-14 WSC Practice,1:27:48,648.24116,7.38195,16.83224,3.72283,5691.32314,12,13,2,7,2,110,16,9,16,8,5,0,1284.61286,235.6846,140.43088
Forward,8/15/2023,2023 8-15 WSC Practice,1:52:40,504.60959,4.47815,15.89658,3.86444,4542.33058,13,10,7,13,1,55,17,2,19,3,4,2,573.41426,164.43569,31.92257
Forward,8/16/2023,2023 - 8-16 WSC Practice,1:02:12,290.10166,4.66371,15.59725,3.92448,2849.92754,3,9,1,2,0,48,7,2,5,1,1,1,561.3189,87.68591,17.01662
Forward,8/17/2023,2023 - 8-17 training small gro..,0:49:36,439.86916,8.86675,13.53647,3.95859,3725.06574,9,11,2,8,0,61,4,0,19,7,4,0,630.56649,44.36789,0
Forward,8/17/2023,2023 - 8-17 game vs Cincinnati..,0:34:27,188.11063,5.45995,10.4374,3.52639,1617.44206,4,7,2,7,0,12,0,0,7,2,2,0,75.59055,0,0
Forward,8/18/2023,2023 - 8-18 training ,1:42:35,650.46864,6.34006,17.76906,3.71644,6224.35917,8,17,2,18,0,75,14,5,11,2,9,4,1040.43088,184.2301,106.27734
Forward,8/19/2023,2023 - 8-19 WSC Practice,0:53:42,345.58218,6.43428,12.63832,2.95426,3255.04297,7,7,2,9,0,44,2,0,10,3,8,2,558.02713,15.66054,0
Forward,8/20/2023,2023 - 8-20 small group traini..,1:14:43,551.67768,7.38203,14.0378,4.09172,4732.46811,9,2,3,6,1,64,13,0,10,4,3,1,797.43001,116.71041,0
Forward,8/20/2023,2023 - 8-20 Game v BGSU,0:34:52,269.7758,7.73399,11.48713,3.64784,2351.18135,8,11,2,10,3,18,0,0,10,3,1,0,153.72923,0,0
Forward,8/22/2023,2023 - 8-22 training ,1:35:02,469.55126,4.94069,15.88668,4.19053,4674.82847,8,10,2,14,1,70,11,3,6,1,5,4,680.13997,103.40114,45.04593
Forward,8/23/2023,2023 - 8-23 training,1:38:26,360.94527,3.6663,15.97948,3.45616,3438.8526,10,9,2,6,4,34,4,1,10,3,3,1,285.24715,41.89632,16.27297
Forward,8/23/2023,Activity 20230823121050,4:41:54,23.15497,0.08214,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Forward,8/24/2023,2023 - 8-24 game vs norther co..,0:20:04,163.79803,8.15985,15.02495,3.46642,1390.33147,4,2,0,8,1,10,3,2,6,2,3,1,99.44226,69.007,28.58705
Forward,8/26/2023,2023 - 8-26 training,1:26:35,435.73476,5.032,15.65052,3.23295,4161.64162,6,15,2,9,0,50,8,2,11,4,4,0,687.71873,109.55818,45.39589
Forward,8/27/2023,2023 - Game v Colorado,0:31:10,240.81242,7.72301,12.77844,3.72876,2227.71446,7,6,1,3,2,23,1,0,9,4,2,0,226.68416,10.21435,0
Forward,8/29/2023,2023 - 8-29 Training,2:05:32,460.8566,3.67119,16.23199,3.97568,4351.13976,8,10,1,9,3,55,7,2,13,1,6,3,575.18591,58.51925,38.02493
Forward,8/30/2023,2023 - 8-30 training ,1:52:19,666.3044,5.93212,17.19543,4.30193,6442.62393,6,10,0,7,3,88,32,14,8,3,2,0,1164.9169,351.84821,199.92345
Forward,8/31/2023,2023 - 8-31 Game v EMU,0:31:17,238.45558,7.61879,16.54914,3.9136,2013.69679,0,6,0,6,0,27,7,1,12,0,1,0,273.33771,80.06343,16.99475
Forward,9/1/2023,2023 - 9-1 training,1:51:23,559.22357,5.02009,16.99891,4.15349,5491.09659,8,16,1,18,2,91,16,4,16,3,5,2,1115.31058,165.4965,55.993
Forward,9/2/2023,2023 - 9-2 training,1:15:44,317.60506,4.19283,14.57403,3.74169,3166.67913,5,5,1,7,2,40,4,0,7,2,4,0,382.40376,33.40989,3.6636
Forward,9/3/2023,2023 - 9-3 Game v ND,0:21:38,179.98869,8.31747,13.08852,3.61536,1553.20869,4,12,1,11,0,19,5,0,6,2,2,1,147.16754,40.62774,0
Forward,9/5/2023,2023 - 9-5 training ,1:29:19,525.0262,5.87772,17.16779,3.9229,4967.57101,10,11,2,15,3,86,13,9,14,4,3,1,811.40639,212.33596,169.4007
Forward,9/6/2023,2023 - 9-6 training,1:01:26,441.80602,7.19146,15.24116,3.745,4076.61051,5,5,1,7,0,75,4,2,9,3,2,1,841.07612,33.80359,14.4357
Forward,9/8/2023,2023 - 9-8 Training,1:34:12,750.76046,7.96987,16.66844,4.2467,6680.58164,17,13,3,21,3,89,6,6,17,9,11,2,934.13167,65.97769,151.78259
Forward,9/9/2023,2023 - 9-9 training,1:10:24,390.51511,5.54689,15.53879,3.99879,3782.1841,5,7,0,6,2,45,7,2,13,1,2,2,510.21435,64.11855,22.72529
Forward,9/10/2023,2023 - 9-10 Game v Dayton,0:25:40,202.74585,7.8956,13.23414,3.20541,1808.85215,6,6,0,5,1,21,3,0,9,4,2,1,165.50743,28.99169,0
Forward,9/12/2023,2023 - 9-12 Training,1:25:52,629.54256,7.33051,16.162,4.21629,5487.51478,19,16,3,21,8,92,11,1,10,7,2,1,1041.50265,94.76159,25.26247
Forward,9/13/2023,2023 - 9-13 training,1:42:53,636.3756,6.18505,17.56553,4.16051,5852.83656,6,16,0,8,2,89,35,18,16,4,2,0,1130.27123,302.8434,416.19641
Forward,9/14/2023,2023 - 9-14 Training,0:42:50,269.4233,6.2883,14.66668,3.71286,2576.56882,5,1,2,5,1,32,4,1,2,2,0,0,289.61067,49.45319,8.72703
Forward,9/15/2023,2023 - 9-15 Training,1:14:50,590.76653,7.89281,16.85539,3.50218,6239.93161,2,11,0,5,1,105,30,9,5,1,6,0,1782.92863,466.48076,148.1846
Forward,9/16/2023,2023 - 9-16 Training,1:20:27,485.80125,6.03744,15.44899,3.61152,4659.43131,6,8,1,5,2,62,6,2,14,3,4,0,756.9554,65.6168,21.23797
Forward,9/17/2023,2023 - 9-17 Game v OSU,0:28:42,224.28769,7.81404,11.55727,3.45955,1915.43366,2,4,0,7,0,11,0,0,12,2,1,0,69.03981,0,0
Forward,9/19/2023,2023 - 9-19 Training,1:37:18,629.44086,6.46897,12.60032,3.46101,5629.50656,15,17,8,9,3,73,1,0,19,3,7,1,616.77603,6.2664,0
Forward,9/20/2023,2023 - 9-20 Training,0:53:40,442.22324,8.23929,16.78882,4.08613,3921.31843,9,14,2,9,2,53,16,6,9,3,4,2,681.76948,163.18898,94.60849
Forward,9/21/2023,2023 - 9-21 Game v Minnesota,0:33:08,277.68204,8.38075,13.88877,3.3436,2397.92445,3,2,2,5,0,39,1,0,11,1,1,0,511.54857,16.29484,0
Forward,9/22/2023,2023 - 9-22 Training,1:16:12,483.36498,6.34337,15.10285,3.92177,4498.52231,11,13,1,10,4,62,7,1,10,4,6,2,685.01747,69.29134,14.21697
Forward,9/23/2023,2023 - 9-23 Training,1:18:46,376.29106,4.77729,13.76763,3.69237,3552.1103,7,12,1,14,1,30,2,0,12,3,5,2,300.97332,23.5455,0
Forward,9/24/2023,2023 - 9-24 Game v Wisconsin,0:32:00,240.08167,7.50255,13.3201,3.15154,2157.26491,4,9,1,7,0,27,1,0,10,3,2,0,393.40552,14.7091,0
Forward,9/26/2023,2023 - 9-26 Practice,1:55:27,718.2571,6.22137,16.96661,3.72769,6712.57928,25,14,5,19,2,76,19,8,19,15,5,3,939.14042,225.92957,89.35914
Forward,9/27/2023,9/27/2023,1:16:52,366.20608,4.76408,14.69464,3.30977,3558.64665,5,6,1,11,2,43,7,3,8,1,2,1,487.54373,98.6986,22.16754
Forward,9/28/2023,2023 - 9-28 Game v Maryland,0:29:28,248.40346,8.42998,14.07125,3.57828,2084.55871,3,3,0,5,1,25,3,0,5,2,2,0,344.2804,37.1063,0
Forward,9/29/2023,9/29/2023,0:55:34,297.88207,5.35957,12.88783,3.70815,2902.4486,5,3,0,9,1,35,4,0,5,4,7,0,408.39895,38.72485,0
Forward,9/30/2023,9/30/2023,1:10:38,228.15853,3.23001,12.02017,3.5544,2004.15871,2,4,0,3,1,25,0,0,4,1,1,0,172.27691,1.9685,0
Forward,10/1/2023,2023 - 10-1 Game v PSU,0:27:46,242.858,8.74166,14.58241,3.54532,1848.02025,6,3,1,6,1,13,4,1,8,4,3,0,115.67148,52.22004,9.63473
Forward,10/3/2023,2023 - 10-3 Training,1:51:39,674.41593,6.03978,16.08877,3.89223,6686.12958,10,23,2,18,1,107,13,5,23,6,13,1,1146.15045,159.17542,67.51968
Forward,10/4/2023,2023 - 10-4 Training,1:33:36,675.59782,7.21726,16.42911,4.23772,6290.42792,16,14,6,29,2,99,17,5,16,7,11,1,1329.51664,182.39282,95.73491
Forward,10/5/2023,2023 - 10-5 Training,1:32:16,675.85403,7.32493,17.12435,4.67662,5744.591,18,13,3,26,4,112,22,7,14,9,10,2,1478.14958,292.45407,101.542
Forward,10/6/2023,2023 - 10-6 Training,1:03:20,466.76019,7.36988,15.71769,3.49406,3946.57386,4,8,0,8,2,67,19,5,10,1,5,1,1052.55906,288.4405,63.60455
Forward,10/7/2023,2023 - 10-7 Game v Michigan,0:25:10,192.49138,7.64755,15.49829,3.64159,1635.54515,2,2,2,1,0,18,6,5,2,0,0,0,196.2161,66.34952,55.75241
Forward,10/9/2023,2023 - 10-9 Practice,1:39:57,573.05125,5.7334,14.32613,3.72416,5387.94491,19,22,6,16,5,64,16,0,20,6,7,2,722.5503,199.86877,3.24803
Forward,10/10/2023,2023 - 10-10 Training,1:36:05,546.32218,6.73709,15.44782,3.5596,5065.38883,12,19,3,19,2,72,1,0,11,6,8,1,875.14218,42.90245,22.41907
Forward,10/12/2023,2023 - 10-12 Game v IU,0:28:20,285.21191,10.0663,16.04279,3.59625,2320.40686,1,4,1,7,0,32,7,4,8,0,1,0,439.32634,78.36833,57.25065
Forward,10/13/2023,2023 - 10-13 Training,1:14:14,670.22185,9.02858,14.15479,3.53049,5954.87921,19,18,7,21,3,84,10,0,17,3,12,6,825.22966,120.90989,3.37926
Forward,10/15/2023,2023 - 10-15 Game v Rutgers,0:24:07,207.23572,8.59305,16.2895,3.95366,1740.70357,1,7,0,4,0,25,7,3,7,1,1,0,244.56475,88.73578,45.13342
Forward,10/17/2023,2023 - 10-17 Training,1:40:28,685.99748,6.82724,18.38979,4.14095,6354.63939,16,16,5,17,3,97,11,4,15,6,14,2,980.16185,105.97113,143.38364
Forward,10/19/2023,2023 - 10-19 Game v Illinois,0:27:59,229.42496,8.19619,16.06933,3.35952,2007.33429,5,7,2,7,1,15,10,6,3,1,3,1,124.77034,106.2664,57.81933
Forward,10/20/2023,2023 - 10-20 Training,1:07:02,571.57504,8.52463,18.39429,4.35236,4002.17239,10,24,2,5,3,73,14,6,16,5,7,0,867.24627,157.34908,98.78609
Forward,10/21/2023,2023 - 10-21 Training,1:13:39,302.16819,4.1022,14.96455,3.29639,2738.57538,5,6,0,8,3,30,5,2,0,1,0,1,421.88321,73.27209,27.83246
Forward,10/22/2023,2023 - 10-22 Game v Iowa,0:26:33,235.11504,8.85111,16.84486,3.75198,1960.4874,7,9,0,8,3,19,5,3,10,2,2,2,158.25679,63.014,52.50437
Forward,10/24/2023,2023 - 10-24 Training,1:25:38,562.57304,6.56957,14.68029,3.39813,5037.08768,18,26,5,21,5,73,11,3,21,7,5,1,769.40072,160.44401,26.53106
Forward,10/25/2023,2023 - 10-25 Training,1:47:35,849.65759,7.89756,18.28426,4.37232,6823.33135,19,19,7,13,1,96,40,25,25,10,6,1,993.6133,572.96588,781.2883
Forward,10/26/2023,2023 - 10-26 Training,1:19:44,571.65612,7.16879,17.00073,4.13407,4759.37765,15,13,6,23,4,83,23,8,17,4,7,1,1073.89547,252.09974,119.007
Forward,10/29/2023,2023 - 10-29 Game v Iowa,0:26:34,247.19745,9.30421,15.90262,3.73353,2124.05628,3,7,1,6,0,27,5,2,12,1,0,1,300.80927,73.39239,47.48469
Forward,11/1/2023,11-1-2023 Training,1:43:03,779.19615,7.56089,16.07601,3.97102,7490.16997,24,20,6,15,3,86,7,3,12,11,6,4,1213.25459,101.22485,39.96063
Forward,11/2/2023,2023 - 11-2 Training,1:23:05,648.36056,7.80286,15.57413,3.75835,4751.78063,11,19,2,13,2,76,12,4,14,6,8,1,1039.65443,171.56606,49.77034
Forward,11/3/2023,11/3/2023 14:26,1:48:50,788.91875,7.24804,15.31672,3.93537,7136.15492,11,24,2,25,2,93,16,1,19,6,17,1,988.44048,234.19729,23.41426
Forward,11/5/2023,2023 - 11-6 Training,1:32:34,734.44336,7.9334,16.2191,4.00303,6926.35672,12,21,5,13,3,95,24,8,23,4,4,0,1352.86529,311.38452,122.03631
Forward,11/7/2023,2023 - 11-7 Training,1:29:53,615.04076,6.84187,17.60229,3.61806,5828.2364,6,12,3,10,0,99,16,6,14,3,12,0,1030.64305,166.14173,115.73709
Forward,11/8/2023,2023 - 11-8 Training,1:18:30,524.13264,6.6762,16.18769,3.84602,4288.95929,11,21,3,18,1,91,8,3,15,7,9,0,960.96894,95.87708,53.31365
Forward,11/9/2023,2023 - 11-9 Training,1:15:52,468.14838,6.17014,17.55139,3.41906,4444.02246,6,14,1,15,1,57,11,5,11,2,1,2,609.90813,117.45407,76.56387
Forward,11/12/2023,2023 - 11-12 Training,1:33:30,565.07152,6.04263,14.82192,3.90408,5418.34154,11,17,0,10,2,84,19,2,12,4,6,5,1167.12598,278.78389,28.22616
Forward,11/14/2023,2023 - 11-14 Training,1:24:52,634.92604,7.48142,14.61616,3.43269,5673.02354,11,16,3,18,3,95,10,2,26,3,11,2,1106.10237,134.75503,12.46719
Forward,11/15/2023,2023 - 11-15 Training,1:03:06,318.75444,5.05158,15.12481,3.56065,3210.24183,3,7,3,2,0,28,7,2,11,0,6,0,302.40596,159.56911,24.50787
Midfielder,7/18/2023,2023 - 7-18 Conditioning,1:49:12,651.66713,5.96765,15.19115,3.74696,2617.88743,10,9,2,9,1,21,17,9,20,4,11,3,234.99563,527.17628,258.00525
Midfielder,7/19/2023,2023 - 7-19 Conditioning,1:49:06,682.70282,6.25759,14.07555,3.78103,6000.35394,10,20,0,26,4,71,6,0,23,2,22,4,676.47639,65.80271,0
Midfielder,7/20/2023,2023 - 7-20 Conditioning,1:20:00,490.30453,6.12882,6.41577,1.57426,204.19839,11,12,1,12,1,0,0,0,11,8,11,1,0,0,0
Midfielder,7/21/2023,2023 - 7-21 Conditioning,1:31:00,497.75433,5.46985,15.7344,3.83254,4508.27478,5,6,1,4,0,21,13,7,6,3,3,1,327.6356,657.8084,441.08704
Midfielder,7/24/2023,2023 - 7-25 Conditioning,2:40:20,883.59015,5.51096,16.70807,4.20948,7483.54041,9,9,1,12,2,98,35,6,12,6,15,0,1179.85563,353.84953,77.42782
Midfielder,7/25/2023,2023 - 7-25 Conditioning,1:51:48,731.13434,6.53966,13.74195,3.50439,6828.06702,5,11,3,6,1,56,1,0,12,0,13,1,484.20824,9.71129,0
Midfielder,7/26/2023,2023 - 7-26 Conditioning,0:29:00,352.37338,12.15088,15.01626,3.89036,2894.75836,2,1,0,8,1,53,28,5,8,1,1,0,941.07614,662.21569,80.73053
Midfielder,7/26/2023,2023 - 7-26 Captains Session,1:01:00,420.31686,6.89046,0,0,0,7,9,3,8,1,0,0,0,5,3,7,0,0,0,0
Midfielder,7/27/2023,7/27/2023,1:56:30,574.88434,4.93463,16.31288,4.14371,4672.49166,5,22,1,9,1,46,11,8,8,2,5,1,448.70952,238.74672,188.22179
Midfielder,7/28/2023,2023 - 7-28 Conditioning,0:35:37,329.17151,9.24206,16.68837,4.22608,2986.88781,4,0,2,4,0,39,27,10,5,2,2,0,643.64609,711.58135,267.22442
Midfielder,7/31/2023,2023 - 7-31 Training,1:29:00,657.36377,7.38611,13.72965,3.86885,5645.22972,33,12,10,10,4,41,1,0,8,6,15,13,354.59317,13.59361,0
Midfielder,8/1/2023,8/1/2023,1:27:45,572.9052,6.52839,11.7595,3.36551,4775.25874,4,3,0,24,2,112,0,0,13,2,0,0,1688.23278,0,0
Midfielder,8/2/2023,2023 - 8-2 training,2:00:11,900.33812,7.49086,15.4297,3.90865,7642.45683,6,13,1,17,0,78,5,1,16,4,14,1,947.53934,58.85827,21.81759
Midfielder,8/3/2023,2023 - 8-3 Training,1:23:28,395.03861,4.73258,13.95136,4.18242,3445.74252,4,10,0,8,3,51,3,0,13,0,9,1,384.18635,41.48075,0
Midfielder,8/3/2023,2023 - 8-3 training 2,1:47:42,788.90701,7.3248,15.03795,3.76592,6959.40928,9,8,2,14,3,101,11,3,14,3,11,1,1358.50829,177.3294,41.74322
Midfielder,8/4/2023,2023 - 8-4 Training,1:42:12,613.30198,6.00091,14.99688,3.50611,5329.66534,10,7,0,9,6,51,9,1,20,3,16,1,554.60411,103.19335,10.50962
Midfielder,8/5/2023,2023 - 8-5 Training,1:28:40,725.96801,8.18716,15.25201,3.69686,6274.70163,5,10,2,9,1,69,15,2,4,1,15,1,882.26161,213.6811,30.03062
Midfielder,8/7/2023,2023 - 8-7 Training ,1:32:30,549.75848,5.94252,13.97884,3.72673,4821.55932,12,12,1,6,1,59,12,0,13,6,7,4,722.56124,136.93132,0
Midfielder,8/9/2023,2023 - 8-9 WSC Practice,1:54:36,778.36426,6.79186,15.57354,3.49246,7051.57217,9,16,3,15,2,79,11,3,10,2,8,2,1172.11286,131.00394,33.10367
Midfielder,8/10/2023,2023 - 8-10 Training,1:41:26,724.87426,7.14565,14.71607,3.71457,7008.25943,13,22,4,4,4,99,12,1,13,2,25,3,1093.49307,151.56387,17.21347
Midfielder,8/11/2023,2023 - 8-11 training ,1:17:07,315.4092,4.08942,14.82067,3.32091,3015.55812,2,4,1,6,0,36,4,1,12,1,8,0,413.05774,39.74191,8.94576
Midfielder,8/14/2023,2023 - 8-14 WSC Practice,1:27:48,618.03602,7.03799,15.9903,3.75293,5326.66598,4,17,2,5,1,68,15,7,16,1,8,0,844.65224,253.88234,78.37927
Midfielder,8/15/2023,2023 8-15 WSC Practice,1:52:40,511.67122,4.54082,12.675,3.78135,4785.09885,2,13,2,11,0,47,3,0,14,0,11,0,455.96019,26.99038,0
Midfielder,8/16/2023,2023 - 8-16 WSC Practice,1:02:12,361.69355,5.81463,14.9661,3.49958,3640.33992,4,7,1,6,2,42,7,1,6,1,4,0,526.37795,105.74147,12.44532
Midfielder,8/17/2023,2023 - 8-17 training small gro..,0:49:36,420.94729,8.48533,12.91448,3.42893,3717.52021,10,4,2,6,1,56,1,0,9,4,16,3,598.87358,19.86002,0
Midfielder,8/18/2023,2023 - 8-18 training ,1:42:35,726.55396,7.08165,16.26559,4.26537,6840.27579,14,20,6,21,2,65,9,4,13,3,24,3,782.79744,121.40201,55.69773
Midfielder,8/19/2023,2023 - 8-19 WSC Practice,0:53:42,308.62774,5.74624,11.91827,2.92697,2811.32736,5,11,3,6,1,14,0,0,5,0,6,1,226.35609,1.61855,0
Midfielder,8/20/2023,2023 - 8-20 small group traini..,1:14:43,562.2318,7.52326,12.84762,3.71512,4820.34893,1,3,1,2,0,59,5,0,8,0,5,0,837.9593,47.72528,0
Midfielder,8/22/2023,2023 - 8-22 training ,1:35:02,519.4939,5.46619,15.00142,3.94722,4728.77737,3,13,0,6,1,51,5,2,11,1,13,1,605.99301,68.42738,20.035
Midfielder,8/23/2023,2023 - 8-23 training,1:38:26,442.44273,4.49411,12.51911,2.95745,4549.85705,4,2,0,6,1,33,4,0,10,0,9,3,421.90506,34.60192,0
Midfielder,8/23/2023,Activity 20230823121050,4:41:49,20.84506,0.07397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Midfielder,8/26/2023,2023 - 8-26 training,1:26:35,505.10497,5.8331,14.69219,3.66556,4897.49986,6,6,2,2,1,61,9,4,7,3,6,0,669.56473,140.79178,40.31059
Midfielder,8/29/2023,2023 - 8-29 Training,2:11:45,525.56314,3.98909,14.65345,3.7634,5486.0154,4,5,1,6,0,72,9,1,12,1,7,2,810.38932,121.80665,12.28128
Midfielder,8/30/2023,2023 - 8-30 training ,1:52:19,559.89022,4.98471,15.96675,4.34627,5119.98489,9,16,3,12,1,63,22,9,12,2,10,3,710.15966,221.2161,106.46325
Midfielder,8/31/2023,2023 - 8-31 Game v EMU,1:30:01,1087.71024,12.08173,15.80722,4.07102,9687.53873,22,20,5,16,6,154,20,5,24,9,11,2,2037.67495,260.38932,94.26947
Midfielder,9/1/2023,2023 - 9-1 training,1:51:23,528.32062,4.74268,16.34681,3.61632,4838.94936,8,5,2,5,1,52,8,4,10,1,16,4,609.1754,104.18854,47.77996
Midfielder,9/2/2023,2023 - 9-2 training,1:15:44,301.47562,3.9799,13.63312,3.40168,2921.46641,3,9,2,4,0,19,1,0,5,0,5,1,153.33552,9.35039,0
Midfielder,9/3/2023,2023 - 9-3 Game v ND,1:00:39,640.96526,10.56768,17.17724,3.75593,5764.95955,10,17,4,11,1,73,14,6,22,4,12,1,929.18855,240.66054,109.96282
Midfielder,9/5/2023,2023 - 9-5 training ,1:29:19,442.42182,4.95295,16.32319,4.21635,4161.08807,5,10,2,7,1,60,16,5,9,1,6,1,624.8797,230.28216,128.49956
Midfielder,9/6/2023,2023 - 9-6 training,1:01:26,489.97054,7.97545,11.59858,3.7074,3904.90929,7,7,1,7,0,41,0,0,13,4,6,2,407.93965,0,0
Midfielder,9/7/2023,2023 - 9-7 game vs nc state,0:55:33,541.67296,9.74989,15.78514,3.79715,5008.58418,5,9,1,5,1,67,13,4,8,1,6,2,816.01047,191.1636,80.32589
Midfielder,9/8/2023,2023 - 9-8 Training,1:34:12,774.19362,8.21863,16.54681,4.03215,6828.79532,13,16,5,14,5,82,10,5,16,2,16,1,900.82022,87.6203,142.73841
Midfielder,9/9/2023,2023 - 9-9 training,1:10:24,439.54527,6.24332,15.92665,4.12914,3714.28156,6,7,4,4,1,31,5,2,10,1,4,0,302.16535,54.36352,23.46894
Midfielder,9/10/2023,2023 - 9-10 Game v Dayton,1:19:31,710.06576,8.92955,16.63914,3.56956,6660.5835,14,18,3,12,3,95,17,5,10,5,15,3,1498.10805,233.45363,94.70692
Midfielder,9/12/2023,2023 - 9-12 Training,1:25:52,654.68324,7.62325,12.75595,3.65453,5430.69715,13,14,2,16,4,64,0,0,19,5,15,2,578.82765,13.56081,0
Midfielder,9/13/2023,2023 - 9-13 training,1:42:53,619.12599,6.0174,17.51497,4.18568,5598.06658,10,12,2,10,0,72,28,14,21,4,10,4,875.10937,256.47419,371.82853
