Position Name,Date,Activity Name,Total Duration,Total Player Load,Player Load Per Minute,Maximum Velocity (mph),Max Acceleration,Total Distance (y),Total IMA (Average),IMA CoD Right Medium,IMA CoD Right High,IMA CoD Left Medium,IMA CoD Left High,Velocity B4+ Total # Efforts (Gen 2),Velocity B5+ Total # Efforts (Gen 2),Velocity B6+ Total # Efforts (Gen 2),IMA Accel Medium,IMA Accel High,IMA Decel Medium,IMA Decel High,HSR Velocity Band 4 Total Distance (y),VHSR Velocity Band 5 Total Distance (y),SPR Velocity Band 6 Total Distance (y)
Midfielder,11/8/2022,WSOC Training,0:26:20,217.43335,8.25623,13.38814,3.34188,1941.38334,5,5,3,8,0,23,3,0,8,2,2,0,264.75284,36.0783,0
Midfielder,11/9/2022,WSOC Training,1:41:13,791.44314,7.81914,14.76441,3.71925,7576.20478,28,22,3,18,5,104,12,1,38,19,6,1,1359.8316,125.89676,6.60542
Midfielder,11/10/2022,WSOC Training,1:06:42,448.77999,6.7278,14.46557,3.82577,3884.05045,21,9,3,12,4,62,6,2,20,14,7,0,660.22528,61.67979,18.18679
Midfielder,11/11/2022,WSOC Game vs Milwaukee,2:25:34,1491.41253,10.24446,16.75491,4.02261,16915.22546,42,41,12,28,5,279,49,9,30,20,21,5,3915.40899,728.53237,198.34864
Midfielder,11/14/2022,WSOC Training,1:52:55,883.97424,7.82749,15.04746,3.84314,8750.1789,27,18,5,25,5,122,13,1,27,12,15,5,1666.33861,154.72441,8.01619
Midfielder,11/15/2022,WSOC Training,1:11:35,383.55654,5.35762,13.90939,3.34592,3958.83758,13,11,2,5,1,51,2,0,12,8,6,2,640.25589,54.14479,0
Midfielder,11/16/2022,WSOC Training,1:25:30,428.54958,5.01147,13.20932,3.13386,4086.14659,15,5,1,10,2,41,2,0,11,11,9,1,528.60893,14.59974,0
Midfielder,11/17/2022,WSOC Training,0:47:08,354.77275,7.52652,10.7504,3.19019,3113.11253,7,7,2,10,1,42,0,0,15,3,7,1,299.49693,0,0
Midfielder,11/18/2022,WSOC Game vs TCU,1:55:05,1147.59639,9.97088,16.04338,3.82017,12998.73841,34,26,7,23,7,225,33,1,28,14,18,6,2969.21478,489.72002,40.58399
Midfielder,1/11/2023,2023 - 1-11 Training,1:12:00,472.04121,6.55554,28.70924,4.1167,6081.41115,15,13,3,14,3,1,0,0,14,9,13,0,34.83158,24.16885,0
Midfielder,1/15/2023,Training,1:20:52,6.25737,0.07737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Midfielder,1/17/2023,WSOC Training,1:00:58,473.01143,7.75721,15.58278,5.87008,4000.96198,17,14,6,10,0,4,0,0,14,10,3,1,53.67454,0,0
Midfielder,1/19/2023,WSOC Training,1:05:03,532.44213,8.18474,16.29295,3.85757,5052.95728,21,21,8,19,4,6,0,0,18,7,9,2,101.41076,0,0
Midfielder,1/22/2023,Training,1:13:25,571.70769,7.78619,13.71148,3.75373,5902.63751,25,27,2,19,4,87,12,0,12,12,18,7,935.50963,153.64173,0
Midfielder,1/23/2023,Conditioning,0:36:28,366.47791,10.04512,16.42142,5.00428,4036.7512,0,0,0,1,0,120,72,10,4,0,0,0,1378.00741,894.7616,269.06168
Midfielder,1/24/2023,WSOC Training,0:58:58,442.42498,7.50288,18.04011,5.62003,3262.072,13,13,4,16,3,1,0,0,12,5,12,1,50.06562,0,0
Midfielder,1/26/2023,WSOC Training,0:58:08,504.11924,8.66966,15.14037,4.1631,4308.53076,12,14,4,8,1,75,14,4,25,7,7,0,943.77734,182.02099,59.74409
Midfielder,1/29/2023,WSOC Training,1:21:40,675.70393,8.27354,15.82376,4.52295,6447.21959,20,28,7,37,3,106,19,2,28,8,7,2,1180.56649,240.44182,46.32546
Midfielder,1/30/2023,Conditioning,0:55:35,187.17199,3.36698,17.97066,3.96045,1831.31369,8,4,2,2,2,22,10,6,2,3,0,1,309.52538,109.84252,157.88495
Midfielder,1/31/2023,WSOC Training,1:13:14,511.8458,6.98874,14.14085,4.12311,5067.14789,7,17,0,14,1,84,11,0,15,4,10,2,1087.09536,159.24103,0.68898
Midfielder,2/2/2023,WSOC Training,1:02:21,512.75818,8.22297,15.50937,4.05783,3300.7161,8,10,0,13,1,44,7,0,29,7,8,0,604.99784,67.90245,15.11374
Midfielder,2/6/2023,2023 - 2-6 Conditioning,0:49:04,460.82292,9.3903,17.23008,4.10562,5069.78754,0,0,0,0,0,37,30,30,6,0,0,0,418.95232,577.48253,1251.22484
Midfielder,2/7/2023,WSOC Training,1:17:43,480.32091,6.17931,16.50996,3.38005,4583.44239,19,12,3,11,4,72,19,6,17,8,9,4,952.49346,247.96588,73.35958
Midfielder,2/8/2023,2023 - 2-8 Practice,1:16:37,506.584,6.61193,18.83133,5.78873,5144.69651,9,8,1,7,1,79,14,6,9,2,8,5,1304.14477,185.35653,270.02406
Midfielder,2/9/2023,WSOC Training,1:15:05,593.60402,7.90562,20.24383,4.49635,5778.52412,16,27,5,20,5,148,28,12,29,1,14,5,1534.64569,219.72879,224.04855
Midfielder,2/12/2023,Activity 20230212152508,1:38:13,773.16742,7.87209,14.36636,3.71445,8041.24728,47,37,10,41,17,117,9,2,33,11,27,9,1297.44095,102.23097,17.91338
Midfielder,2/19/2023,2023 - 2-19 Training,1:15:12,577.81136,7.68327,16.53149,4.83052,5560.68795,13,19,3,26,3,63,1,0,24,5,9,2,889.41384,48.66579,4.13386
Midfielder,2/20/2023,2023 - 2-20 Training,1:17:22,611.59393,7.90415,14.71315,3.87785,4571.84623,19,22,5,18,3,75,6,1,22,7,16,4,894.06167,107.57874,18.08836
Midfielder,2/21/2023,2023 - 2-21 Training,1:18:25,403.11625,5.14006,15.99741,4.58269,4254.46902,13,11,4,22,5,67,8,2,10,2,10,2,685.12687,85.5315,34.59099
Midfielder,2/22/2023,2023 - 2-22 Training,1:22:12,513.65105,6.2482,17.46041,3.99217,5197.67024,18,12,2,7,3,95,21,7,17,11,5,2,1103.9917,304.59318,126.78259
Midfielder,2/23/2023,2023 - 2-23 Training,1:17:02,583.06627,7.56751,18.21696,3.87146,5195.66241,13,20,4,22,3,122,13,2,27,5,15,1,1133.22398,139.17323,37.81715
Midfielder,2/24/2023,2023 - 2-24 Training,1:04:35,400.06117,6.19331,13.05127,3.76841,3879.22364,9,14,1,8,3,53,1,0,13,4,5,1,745.63647,11.49388,0
Midfielder,2/25/2023,Activity 20230225101600,2:25:15,1147.97681,7.90347,0,0,0,35,26,7,21,6,0,0,0,36,19,19,3,0,0,0
Midfielder,2/27/2023,2023 - 2-27 Training WSOC,1:21:03,513.21487,7.76968,14.16547,4.15799,5066.48287,24,23,3,30,7,80,13,0,10,12,14,2,952.66841,150.36089,1.37795
Midfielder,2/28/2023,2023 - 2-28 Training,1:13:46,529.49686,7.17772,17.64452,3.97733,5371.63816,18,17,3,15,5,114,28,6,18,8,13,2,1047.52844,256.80228,103.35739
Midfielder,3/1/2023,2023 - 3-1 Training,0:59:50,393.05174,6.56882,13.52366,3.78887,3367.93254,16,9,2,16,2,36,1,0,13,8,8,4,365.38712,15.45276,0
Midfielder,3/2/2023,2023 - 3-2 Training,1:16:20,645.93166,8.46018,15.90749,3.96718,7088.23341,20,14,5,11,3,123,11,6,35,7,10,5,1366.96192,152.93088,68.60236
Midfielder,3/13/2023,2023 - 3-13 Training,1:17:57,696.1036,8.92982,15.38441,3.96439,6661.68915,25,18,2,13,6,122,17,4,24,11,13,6,1433.34429,299.30009,68.81015
Midfielder,3/14/2023,WSOC Training 3-14-23,1:19:40,488.96557,6.13665,18.08834,3.89775,5098.21054,7,13,0,2,2,99,25,13,5,3,5,2,1142.24628,239.85127,177.01225
Midfielder,3/15/2023,2023 - 3-15 Training,0:55:47,477.17443,8.55246,16.26838,3.98231,4838.39732,3,2,1,5,0,127,60,13,8,2,0,0,1427.04501,621.13955,189.45757
Midfielder,3/17/2023,2023 - 3-17 Training,1:29:59,771.42351,8.57204,15.88559,3.7458,8803.81081,21,23,7,14,5,135,15,7,29,8,6,1,1757.11952,215.14654,88.57174
Midfielder,3/19/2023,WSOC Training 3-19-23,1:43:01,809.33045,7.85556,17.34405,4.04942,8236.04815,39,42,14,54,3,176,39,10,21,14,26,8,1508.11462,384.80971,120.87708
Midfielder,3/20/2023,2023 - 3-20 WSOC Practice,1:51:14,666.90691,5.99484,17.03724,4.3384,6557.93225,33,22,11,23,4,137,29,8,45,13,12,5,1372.58314,311.22047,149.47506
Midfielder,3/21/2023,WSOC Training,1:16:09,600.79619,7.88966,16.23556,3.797,6614.49837,17,15,4,14,3,113,21,6,17,7,16,3,1200.42651,286.15486,115.60586
Midfielder,3/22/2023,2023 - 3-22 Training,1:03:59,481.74214,7.52791,13.29623,3.36616,3780.89725,15,21,5,13,2,44,1,0,31,4,11,4,349.42039,16.89633,0
Midfielder,3/23/2023,WSOC Training 3-23-23,0:48:03,346.37625,7.20746,17.41884,4.10294,3244.47085,11,15,5,6,1,75,20,9,11,4,1,1,781.87883,171.35827,109.45976
Midfielder,3/24/2023,2023 - 3-24 Training,1:42:04,764.37846,7.48901,3.49189,0,0,30,27,11,23,10,0,0,0,36,7,13,2,0,0,0
Midfielder,3/26/2023,2023 - 3-26 Training,1:38:50,807.71706,8.17147,15.84648,4.45768,8381.88773,26,28,2,10,7,147,17,5,37,10,21,7,1802.23097,295.87706,65.34339
Midfielder,3/27/2023,2023 - 3-27 Training,0:52:02,354.06497,6.80458,16.11024,3.95631,3457.36407,6,5,0,13,1,72,6,2,9,4,3,1,805.58836,92.93526,26.74978
Midfielder,3/28/2023,WSOC Training 3-28-23,1:33:55,569.72318,6.06583,16.76432,3.96169,5803.36624,23,23,4,21,2,78,7,2,23,10,15,7,808.69423,68.54768,102.13255
Midfielder,3/30/2023,WSOC Training 3-30-23,1:28:08,658.80182,7.47458,13.75276,3.7474,6371.02824,17,39,3,19,3,100,8,0,29,9,19,2,1078.72924,90.60586,0
Midfielder,3/31/2023,WSOC Training 3-31-23,1:32:02,580.62755,6.30872,14.46559,3.71049,5860.54525,29,22,4,13,6,96,14,1,37,15,17,4,1328.9917,211.25328,13.61549
Midfielder,4/2/2023,WSOC Game vs BGSU,1:39:06,1081.70944,10.91515,15.73904,3.9562,11958.13332,37,26,11,28,6,220,39,8,31,16,21,4,3480.29313,567.54155,140.59493
Midfielder,4/4/2023,2023 - 4-4 Training,1:18:24,455.42779,5.80871,16.58336,3.66954,4488.66197,10,13,1,19,1,71,24,6,15,7,3,1,764.26069,287.99213,109.75503
Midfielder,4/5/2023,2023 - 4-5 Training,1:19:46,837.43743,10.49822,17.79166,4.37868,7951.32657,26,28,7,22,3,151,25,4,50,14,26,2,1696.18326,321.2161,85.60805
Midfielder,4/6/2023,WSOC Training 4-6-23,1:05:35,552.7234,8.42671,15.87695,3.84878,5053.48273,20,14,7,25,2,80,6,1,22,9,14,2,810.41121,71.92695,7.20691
Midfielder,4/7/2023,2023 - 4-7 Training,0:57:03,429.61405,7.53002,14.71957,3.57281,3767.63853,11,5,1,9,3,66,5,0,15,3,9,4,648.35958,55.5993,5.53368
Midfielder,4/8/2023,WSOC Game at EMU,1:46:35,1133.94625,10.63824,16.31713,3.73944,11238.9673,33,19,5,27,6,206,36,7,35,18,17,4,2732.90684,491.87445,162.69686
Midfielder,4/11/2023,WSOC Training 4-11-23,1:26:14,515.41186,5.97607,15.70032,3.85361,5087.25108,13,17,5,21,2,78,25,3,12,4,7,2,951.93572,298.10805,40.28871
Midfielder,4/12/2023,2023 - 4-12 Training,1:26:02,667.03125,7.75317,14.72746,3.70891,6637.95879,12,21,4,5,0,86,21,3,20,7,12,1,1089.56697,275.94051,31.12423
Midfielder,4/13/2023,WSOC Training 4-13-23,0:57:19,262.47,4.57818,12.87006,3.20026,2703.51611,9,7,4,8,3,47,4,0,5,2,3,0,420.84429,54.10105,0
Midfielder,4/14/2023,WSC Training,0:40:13,338.13061,8.40772,11.80247,3.39182,3079.732,9,9,1,6,1,40,0,0,14,6,7,1,451.36702,0,0
Midfielder,4/15/2023,WSC Game at Louisville,1:45:18,1069.20277,10.15309,16.16684,4.10907,11413.09671,32,27,8,25,7,182,34,7,36,13,16,4,2604.05734,536.74541,113.22179
Midfielder,4/18/2023,WSOC Training 4-18-23,1:10:27,358.31814,5.08611,15.49943,3.31533,4144.85864,0,5,0,2,0,41,16,3,10,0,1,0,542.00569,190.4637,34.29571
Midfielder,4/19/2023,2023 - 4-19 Training,1:33:48,527.64426,5.62518,18.40405,4.2052,5140.14965,23,19,7,16,1,61,15,9,15,11,16,4,734.97376,149.37664,153.75109
Midfielder,4/20/2023,WSOC Training,1:12:23,667.52181,9.22195,14.9393,3.97956,6653.38178,16,10,3,19,4,121,14,0,26,8,7,1,1288.70298,171.07393,7.51312
Midfielder,4/21/2023,WSOC Training 4-21-23,0:46:59,359.8037,7.65632,13.6579,3.54805,3133.90277,5,13,0,4,2,79,2,0,7,0,9,3,721.27076,26.55293,0
Midfielder,4/22/2023,Activity 20230422152757,2:34:42,1336.58093,8.63984,14.99571,3.8976,13823.45046,47,42,10,37,7,252,36,6,51,22,20,8,3417.91349,481.92259,70.38495
Midfielder,6/12/2023,Activity 20230612121020,1:56:13,169.62289,1.45954,5.17916,0.90173,391.40092,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Midfielder,6/16/2023,Activity 20230616104323,4:54:31,27.97199,0.09498,4.24094,0.38668,28.22179,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Midfielder,7/18/2023,2023 - 7-18 Conditioning,1:49:12,709.58501,6.49803,16.41149,3.98878,2426.05962,22,17,3,30,8,21,18,15,35,10,8,1,216.38233,342.70559,485.11592
Midfielder,7/19/2023,2023 - 7-19 Conditioning,1:49:06,667.20996,6.11558,14.81623,3.83612,6864.31539,19,28,4,25,4,94,12,1,20,7,5,4,1012.72964,126.08268,9.06605
Midfielder,7/20/2023,2023 - 7-20 Conditioning,1:20:00,517.97284,6.47467,4.77821,0,149.93986,15,17,4,18,3,0,0,0,15,7,9,1,0,0,0
Midfielder,7/21/2023,2023 - 7-21 Conditioning,0:39:00,227.63414,5.83677,16.4422,3.98605,2303.98798,2,0,2,0,0,15,13,11,2,0,0,0,191.83071,515.33246,679.47288
Midfielder,7/24/2023,2023 - 7-25 Conditioning,2:56:40,1293.21992,7.32011,16.26973,4.19528,12493.22234,17,27,1,22,5,139,61,18,29,10,17,1,2062.92653,1596.5333,360.09406
Midfielder,7/25/2023,2023 - 7-25 Conditioning,2:02:21,919.79345,7.51772,14.78088,4.09582,9592.2558,20,30,4,20,3,144,31,1,33,11,17,2,1868.08833,454.24322,7.97244
Midfielder,7/26/2023,2023 - 7-26 Conditioning,0:29:00,320.23209,11.04249,16.25056,4.14435,3075.41682,1,0,0,2,0,58,44,16,1,1,0,0,777.98558,805.05251,323.98294
Midfielder,7/26/2023,2023 - 7-26 Captains Session,1:01:00,420.2648,6.88959,0,0,0,10,10,3,18,2,0,0,0,9,4,4,1,0,0,0
Midfielder,7/27/2023,7/27/2023,1:56:30,589.28772,5.05826,16.25594,4.0888,5746.15399,13,24,1,29,4,68,16,10,12,7,7,1,731.52884,232.60062,268.8867
Midfielder,7/28/2023,2023 - 7-28 Conditioning,0:35:37,319.98309,8.98408,17.04923,4.06601,3170.36333,1,0,0,2,1,43,33,21,7,0,0,0,450.65615,620.14436,658.61766
Midfielder,7/31/2023,2023 - 7-31 Training,1:29:00,613.08453,6.88859,15.43658,4.06278,6367.4262,9,18,4,16,2,100,10,2,16,3,15,0,1090.20123,130.33683,26.56387
Midfielder,8/1/2023,8/1/2023,1:27:45,558.70125,6.36653,14.22432,4.11057,5322.16778,7,4,0,8,1,138,22,0,16,6,1,0,1910.11594,183.24584,3.29178
Midfielder,8/2/2023,2023 - 8-2 training,2:00:11,846.55362,7.04337,16.55885,3.90778,7759.71929,20,28,5,31,4,103,13,1,29,8,16,3,1257.4256,177.58094,24.2454
Midfielder,8/3/2023,2023 - 8-3 Training,1:23:28,341.41624,4.09018,13.77919,3.84051,3300.78926,16,5,4,14,5,52,2,0,12,7,8,0,413.97639,29.80096,0
Midfielder,8/3/2023,2023 - 8-3 training 2,1:47:42,773.00655,7.17717,15.34838,3.62941,8019.11016,26,9,7,18,9,135,18,3,26,8,12,2,1823.633,251.54199,47.1238
Midfielder,8/4/2023,2023 - 8-4 Training,1:42:12,620.54575,6.07179,15.98106,3.29614,5881.09422,19,13,4,10,2,93,18,3,11,13,8,0,1118.46021,228.05119,49.91251
Midfielder,8/5/2023,2023 - 8-5 Training,1:26:14,660.72769,7.66066,15.55726,3.92831,6457.38818,11,14,4,19,3,92,16,4,23,4,9,0,1150.27343,255.03063,60.99081
Midfielder,8/6/2023,2023 - 8-6 Game vs UDM,0:57:49,712.38092,12.32123,16.60115,3.94897,7451.64126,27,16,5,31,8,131,19,5,38,11,10,3,1958.65047,259.1098,158.05993
Midfielder,8/7/2023,2023 - 8-7 Training ,1:32:30,486.89058,5.26296,14.03742,3.65492,4970.27834,10,12,2,17,1,83,10,0,14,6,5,1,1010.65178,115.93395,0
Midfielder,8/9/2023,2023 - 8-9 WSC Practice,1:54:36,852.99133,7.44304,15.92013,3.70791,8472.81797,25,27,3,21,5,137,25,6,29,15,15,2,2005.63212,405.88364,90.43089
Midfielder,8/10/2023,2023 - 8-10 Training,1:58:32,741.3026,6.25319,15.96787,3.7422,7419.06869,21,30,4,27,8,118,13,3,19,7,9,2,1239.09671,151.44357,44.68504
Midfielder,8/11/2023,2023 - 8-11 training ,1:17:07,382.80655,4.96325,13.95564,3.69274,3964.25561,12,6,2,9,4,59,11,0,5,6,8,0,777.0232,140.92301,0
Midfielder,8/12/2023,2023 - 8-12 Game vs Loyola Chi..,1:47:50,988.3212,9.16401,17.34169,3.72081,10302.64935,28,17,5,22,6,161,12,3,34,15,14,2,2338.97636,177.74497,90.78084
Midfielder,8/14/2023,2023 - 8-14 WSC Practice,1:27:48,690.09641,7.85859,16.51884,3.69013,6395.10849,23,13,4,22,5,110,28,6,25,13,5,1,1529.80097,400.62335,149.0923
Midfielder,8/15/2023,2023 8-15 WSC Practice,1:52:40,698.495,6.19879,14.65253,3.67838,6884.05543,18,22,2,25,10,95,8,2,25,5,12,1,1178.37928,102.79965,18.31802
Midfielder,8/16/2023,2023 - 8-16 WSC Practice,1:02:12,326.73753,5.25268,13.20567,3.46019,3308.48337,3,11,0,8,1,38,7,0,8,2,0,0,437.63124,81.04768,0
Midfielder,8/17/2023,2023 - 8-17 game vs Cincinnati..,2:04:38,1371.97418,11.00786,16.86265,4.05209,13100.0007,39,32,8,42,13,223,48,17,35,15,16,3,3080.87267,633.57392,293.63516
Midfielder,8/18/2023,2023 - 8-18 training ,0:55:42,283.14999,5.08239,11.67115,2.68225,2599.29254,4,6,0,4,2,20,0,0,11,2,0,0,206.61636,0,0
Midfielder,8/19/2023,2023 - 8-19 WSC Practice,0:53:42,331.94717,6.18042,11.91312,2.8668,2995.08477,7,10,1,10,2,26,0,0,8,4,3,0,326.58574,1.60761,0
Midfielder,8/20/2023,2023 - 8-20 Game v BGSU,1:39:45,1011.77021,10.14243,17.21476,3.67614,9942.40573,34,28,6,21,6,161,24,8,44,19,9,3,2226.94661,290.92301,169.01794
Midfielder,8/22/2023,2023 - 8-22 training ,1:35:02,521.599,5.48835,13.84217,3.82456,5315.83879,8,15,2,17,0,86,9,0,12,6,11,0,1000.62335,128.10586,0
Midfielder,8/23/2023,2023 - 8-23 training,1:38:26,447.97135,4.55027,14.79827,3.65154,4756.2273,6,7,0,8,3,55,7,1,11,1,1,2,646.87228,91.43701,14.3154
Midfielder,8/23/2023,Activity 20230823121050,4:41:49,18.32048,0.06501,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Midfielder,8/24/2023,2023 - 8-24 game vs norther co..,1:35:05,987.27438,10.38207,16.29023,3.66916,10770.90221,23,23,4,32,4,154,34,8,38,12,9,3,2401.71692,550.80927,119.18198
Midfielder,8/26/2023,2023 - 8-26 training,1:10:51,365.01163,5.15164,13.62249,3.5718,3780.12236,4,11,0,7,2,70,5,0,9,2,0,0,1011.00176,89.4357,0
Midfielder,8/27/2023,2023 - Game v Colorado,2:05:44,1255.00262,9.9806,16.76278,4.24534,13611.94469,32,35,10,17,1,195,26,5,42,19,17,2,2800.56865,428.11679,147.46282
Midfielder,8/29/2023,2023 - 8-29 Training,2:05:32,677.036,5.39328,16.24726,3.84155,7420.71872,7,14,2,10,0,106,27,10,12,5,6,0,1403.98075,369.56476,134.16448
Midfielder,8/30/2023,2023 - 8-30 training ,1:52:19,590.94543,5.2612,15.64112,4.28959,6195.24742,9,11,2,19,1,99,21,6,9,4,1,2,1404.86655,274.54068,97.16754
Midfielder,8/31/2023,2023 - 8-31 Game v EMU,1:21:00,951.6651,11.74803,15.65168,3.59182,9104.48004,25,24,4,30,7,149,37,5,32,12,11,2,2252.7559,473.26115,67.32283
Midfielder,9/1/2023,2023 - 9-1 training,1:51:23,477.81327,4.28928,14.35435,3.66047,4624.52219,10,9,5,15,1,66,11,0,13,3,4,1,818.48205,137.58749,5.81802
Midfielder,9/2/2023,2023 - 9-2 training,1:15:44,364.55267,4.81261,14.57525,3.52619,3634.53983,6,12,1,8,0,41,3,1,7,4,3,1,425.50306,34.39414,11.08924
Midfielder,9/3/2023,2023 - 9-3 Game v ND,1:59:48,1312.12968,10.95255,17.01857,3.73603,13938.38726,41,25,7,26,9,209,47,18,28,20,12,5,3329.59319,664.73097,360.4112
Midfielder,9/5/2023,2023 - 9-5 training ,1:29:19,476.37778,5.33309,16.68402,3.79058,4785.99235,16,7,5,9,3,80,16,5,13,7,2,1,859.45974,219.42258,207.86308
Midfielder,9/6/2023,2023 - 9-6 training,1:07:54,481.20232,7.08677,13.43448,3.75195,4661.52823,11,10,5,9,1,63,3,0,9,5,7,0,730.74147,35.31277,0
Midfielder,9/7/2023,2023 - 9-7 game vs nc state,2:15:42,1397.14874,10.29517,16.70162,4.02032,14885.85333,34,31,8,31,8,224,59,19,37,12,17,6,3307.57873,778.74014,375.3937
Midfielder,9/8/2023,2023 - 9-8 Training,0:30:04,205.04954,6.81987,12.00357,3.15903,1931.7087,3,2,0,3,0,22,0,0,4,2,2,1,228.61986,4.4182,0
Midfielder,9/9/2023,2023 - 9-9 training,1:10:24,418.83038,5.94908,14.41646,3.64714,4140.04075,10,9,2,14,3,55,6,1,24,5,5,0,595.83334,53.33552,5.41339
Midfielder,9/10/2023,2023 - 9-10 Game v Dayton,2:03:11,1409.00444,11.43696,16.79386,3.95605,14177.67064,35,33,10,23,7,221,40,15,44,17,12,1,3411.48287,552.20911,247.15661
Midfielder,9/12/2023,2023 - 9-12 Training,1:25:52,689.17883,8.02492,15.43298,3.61151,6405.43728,15,18,4,16,2,93,6,2,15,8,7,1,1029.34165,83.33333,33.93482
Midfielder,9/13/2023,2023 - 9-13 training,1:42:53,609.92332,5.92795,16.4137,3.90004,5737.31397,13,9,3,9,4,82,25,9,28,5,6,1,913.86703,335.78303,184.41601
Midfielder,9/14/2023,2023 - 9-14 Training,0:42:50,294.92038,6.8834,15.04488,4.16917,2887.62484,2,2,1,2,1,54,8,1,2,0,1,0,514.9825,77.4825,11.80009
Midfielder,9/15/2023,2023 - 9-15 Training,1:14:50,550.81161,7.359,16.33706,3.78197,5994.94728,5,7,0,8,1,67,31,7,7,4,2,0,1211.18768,453.24803,98.12992
Midfielder,9/16/2023,2023 - 9-16 Training,1:20:27,415.41475,10.77824,14.47468,3.31136,4099.4356,6,1,1,3,1,14,0,0,7,3,2,1,669.4756,69.38877,9
Midfielder,9/17/2023,2023 - 9-17 Game v OSU,2:06:37,1561.50375,12.33203,17.27236,3.83666,15656.58014,42,32,8,33,8,236,53,18,41,21,14,5,3626.06079,738.99824,382.70999
Midfielder,9/19/2023,2023 - 9-19 Training,1:39:34,620.02619,6.22662,12.55809,3.82982,5783.77685,33,25,7,12,10,72,1,0,25,12,14,4,598.43613,16.07612,0
Midfielder,9/20/2023,2023 - 9-20 Training,0:53:40,346.47152,6.45529,15.58988,3.91875,3348.35056,4,8,1,4,0,42,7,2,8,3,4,0,623.43613,100.74366,45.13342
Midfielder,9/21/2023,2023 - 9-21 Game v Minnesota,2:10:58,1546.94357,11.81094,16.40302,3.87456,15615.65278,49,26,9,26,7,267,45,12,36,28,17,5,3995.66925,631.73666,222.83465
Midfielder,9/22/2023,2023 - 9-22 Training,1:16:12,377.248,4.95076,12.67954,3.60644,4138.15323,5,3,1,2,2,51,5,0,6,2,4,0,493.86483,63.99825,0
Midfielder,9/23/2023,2023 - 9-23 Training,1:18:46,399.3665,5.07025,13.44028,3.72619,3996.29408,5,17,1,10,0,51,2,0,10,4,4,0,539.45758,33.77078,0
Midfielder,9/24/2023,2023 - 9-24 Game v Wisconsin,2:16:56,1478.8898,10.80007,16.30976,3.83598,15211.2906,47,36,13,33,16,235,40,12,43,14,15,4,3684.79885,519.23667,225.72178
Midfielder,9/26/2023,2023 - 9-26 Practice,1:28:30,556.68324,6.29004,14.0357,3.90123,5319.80373,51,13,23,23,13,58,15,0,16,6,14,9,819.76161,249.97814,0
Midfielder,9/27/2023,9/27/2023,1:16:52,451.35188,5.87177,13.5071,3.47701,4664.44375,6,8,4,10,0,65,3,0,17,1,5,1,820.77865,40.71522,0
Midfielder,9/28/2023,2023 - 9-28 Game v Maryland,1:44:08,1121.67304,10.76996,16.45537,3.58036,11278.3002,25,23,6,35,9,167,29,7,25,9,13,1,2381.36483,412.90462,160.69553
Midfielder,9/29/2023,9/29/2023,0:55:34,265.32456,4.77378,13.08409,3.40103,2776.22091,4,8,1,4,0,24,3,0,4,3,4,0,222.7909,32.72091,0
Midfielder,9/30/2023,9/30/2023,1:10:38,401.87962,5.68936,13.60461,3.68563,4132.56074,5,5,1,4,0,53,5,0,10,3,6,1,692.63998,82.88495,0
Midfielder,10/1/2023,2023 - 10-1 Game v PSU,2:20:34,1445.50396,10.28317,16.30973,3.70864,15090.81665,42,36,6,39,6,230,45,14,35,25,18,5,3216.4261,607.90683,216.76509
Midfielder,10/3/2023,2023 - 10-3 Training,1:41:01,551.42578,5.45873,15.0811,3.65902,5731.68731,13,6,1,8,0,70,6,2,20,10,4,2,799.83595,83.54112,23.85171
Midfielder,10/4/2023,2023 - 10-4 Training,1:33:36,686.00082,7.32839,15.67297,3.61205,6918.52407,20,13,7,26,3,119,15,4,27,9,11,1,1506.49607,196.35826,61.40639
Midfielder,10/5/2023,2023 - 10-5 Training,1:32:16,672.98312,7.29381,15.65702,4.08929,6937.54035,25,23,6,29,5,98,14,3,29,8,17,6,1191.87449,196.97069,68.03368
Midfielder,10/6/2023,2023 - 10-6 Training,1:03:20,456.73716,7.21162,15.48047,3.78697,4415.83335,4,10,1,9,0,80,20,1,11,2,7,1,950.52494,282.4475,13.51706
Midfielder,10/7/2023,2023 - 10-7 Game v Michigan,2:09:13,1447.39313,11.2012,16.99477,4.05475,14785.48935,53,39,9,48,16,228,64,11,38,22,16,6,3401.29059,787.56563,226.95756
Midfielder,10/9/2023,2023 - 10-9 Practice,1:04:05,409.5381,6.39074,14.08477,3.09124,3823.45259,13,15,3,14,3,32,5,0,18,6,7,1,404.66972,82.42564,0
Midfielder,10/10/2023,2023 - 10-10 Training,1:36:05,680.83527,8.39587,15.0811,3.35416,6864.64372,20,15,3,18,3,99,12,1,19,9,13,5,1357.19597,169.521,37.94839
Midfielder,10/12/2023,2023 - 10-12 Game v IU,1:55:57,1325.93273,11.43402,16.593,3.8309,13352.09103,41,37,14,31,6,223,41,11,40,19,18,2,3184.71127,611.29703,180.58836
