Position Name,Date,Activity Name,Total Duration,Total Player Load,Player Load Per Minute,Maximum Velocity (mph),Max Acceleration,Total Distance (y),Total IMA (Average),IMA CoD Right Medium,IMA CoD Right High,IMA CoD Left Medium,IMA CoD Left High,Velocity B4+ Total # Efforts (Gen 2),Velocity B5+ Total # Efforts (Gen 2),Velocity B6+ Total # Efforts (Gen 2),IMA Accel Medium,IMA Accel High,IMA Decel Medium,IMA Decel High,HSR Velocity Band 4 Total Distance (y),VHSR Velocity Band 5 Total Distance (y),SPR Velocity Band 6 Total Distance (y)
Midfielder,9/6/2022,WSOC Training,1:30:53,512.43914,5.63801,14.59293,3.52454,4605.11596,14,14,2,9,1,60,4,1,10,10,3,1,568.52581,71.85039,14.29353
Midfielder,9/7/2022,WSOC Training,1:20:43,478.24178,5.92494,13.25256,3.68774,4336.56067,11,10,1,10,1,74,2,0,9,8,3,1,704.0245,32.45844,0
Midfielder,9/8/2022,WSOC Game vs Oakland,0:50:54,456.55823,8.96924,16.51628,3.29812,4444.0124,0,9,0,7,0,65,9,3,8,0,3,0,883.03809,141.27296,99.68285
Midfielder,9/9/2022,Activity 20220909130956,1:52:11,532.57593,4.74739,13.55184,3.60948,5230.4694,9,18,0,5,1,73,3,0,5,7,3,1,743.81017,34.7441,0
Midfielder,9/10/2022,WSOC Training,0:40:14,164.66,4.09156,8.32146,2.30834,1573.44747,2,3,0,0,0,0,0,0,3,1,0,1,8.34427,0,0
Midfielder,9/11/2022,WSOC Game vs Colorado,1:06:15,691.26302,10.43206,17.6236,3.17844,6690.75727,3,8,3,3,0,106,15,6,12,0,2,0,1529.01352,222.69248,116.1308
Midfielder,9/13/2022,WSOC Training,1:22:41,733.7326,8.87252,14.91819,3.64492,6775.78611,14,11,7,8,2,100,12,4,12,4,5,1,1421.58795,192.84778,33.50831
Midfielder,9/14/2022,WSOC Training,1:39:16,651.09111,6.55874,16.82328,3.66171,6173.2469,7,5,1,5,2,99,24,6,10,4,2,0,1242.78217,249.38758,108.25678
Midfielder,9/15/2022,WSOC Training,1:32:50,485.73502,5.23183,14.4577,3.88741,4498.77015,2,8,0,8,1,77,10,0,9,1,5,0,997.32063,109.56912,8.48644
Midfielder,9/16/2022,WSOC Training,1:59:54,497.11077,4.14577,14.88483,3.20355,4942.47407,3,5,0,8,0,69,9,2,7,3,5,0,795.85521,103.06212,22.71435
Midfielder,9/17/2022,WSOC Training,1:09:41,305.89372,4.38935,11.71698,2.76882,2927.17067,3,3,0,7,1,33,0,0,1,2,3,0,322.64874,0,0
Midfielder,9/18/2022,WSOC Game at Illinois,0:47:36,516.47032,10.84756,16.71626,3.47367,5053.37146,5,12,4,6,0,86,10,3,6,0,3,1,1065.95583,138.95451,95.52712
Midfielder,9/20/2022,WSOC Training,1:22:09,585.82914,7.1299,12.07974,3.49377,5134.04077,11,14,4,10,3,49,0,0,12,3,3,1,548.64392,1.48731,0
Midfielder,9/21/2022,WSOC Training,1:03:23,225.30466,3.55422,9.63199,3.07179,1974.95303,1,10,0,8,0,2,0,0,1,1,2,0,23.64392,0,0
Midfielder,9/22/2022,WSOC Game vs Iowa,0:39:14,309.09373,7.8758,12.82342,3.0256,3112.53506,0,5,0,3,0,48,4,0,1,0,1,0,637.32504,55.78521,0
Midfielder,9/23/2022,WSOC Training,1:17:12,547.67278,7.09375,16.31911,4.15656,4792.79457,8,13,2,9,0,43,4,4,11,6,5,0,360.83771,70.65836,90.47463
Midfielder,9/24/2022,WSOC Training,1:17:57,296.83587,3.80766,14.572,2.94941,3187.89735,1,2,0,3,1,27,2,0,2,0,4,0,460.03937,22.96588,3.01837
Midfielder,9/25/2022,WSOC Game vs Purdue,0:46:47,400.65584,8.56212,14.03053,3.38508,3820.54981,3,6,1,5,1,53,2,0,2,1,3,0,792.66184,27.79965,0
Midfielder,9/27/2022,WSOC Training,0:59:44,228.6673,3.82756,16.57626,3.77369,1973.32331,3,7,0,5,1,19,3,3,3,2,5,0,193.53675,20.73491,49.98906
Midfielder,9/28/2022,WSOC Training,1:30:14,316.24918,3.50463,12.51908,2.79867,3072.43366,1,7,0,3,0,47,1,0,5,1,1,0,455.24934,6.14611,0
Midfielder,9/29/2022,WSOC Game at PSU,0:31:24,183.48822,5.84112,12.41472,3.04335,1749.80651,2,0,1,3,0,19,1,0,5,1,3,0,235.13779,7.09755,0
Midfielder,9/30/2022,WSOC Training,1:13:51,580.44905,7.85931,13.24702,3.56078,5520.99781,17,7,3,13,1,60,2,0,47,12,5,1,544.13825,23.22835,0
Midfielder,10/1/2022,WSOC Training,0:59:22,386.03674,6.50153,12.66389,3.51952,3671.15792,8,11,2,5,0,47,1,0,4,6,4,0,510.89238,11.22047,0
Midfielder,10/2/2022,WSOC Game at Maryland,0:39:06,326.80101,8.35548,13.3993,3.4804,3400.55566,4,7,1,3,0,52,3,0,3,3,3,0,639.91688,41.95101,0
Midfielder,10/4/2022,WSOC Training,1:26:34,485.19621,5.6043,14.71872,3.52979,4576.95045,2,2,0,11,0,41,8,2,7,1,6,1,506.13516,100.02187,14.97157
Midfielder,10/5/2022,WSOC Training,1:22:25,575.50182,6.98227,15.63429,3.74014,5662.82732,8,9,2,6,1,81,15,4,5,4,10,1,933.23491,254.81191,71.52231
Midfielder,10/6/2022,WSOC Training,1:19:53,672.31776,8.41532,13.54031,3.13076,6242.48751,10,21,3,9,1,94,3,0,10,3,2,3,970.63645,35.6846,0
Midfielder,10/7/2022,WSOC Training,1:26:19,652.93521,7.56344,17.04612,3.48652,6314.10424,6,8,1,12,0,83,13,4,11,4,8,1,927.84341,166.80883,61.77822
Midfielder,10/8/2022,WSOC Training,0:57:22,256.96607,4.47869,10.12988,2.68112,2430.83974,1,2,0,4,0,4,0,0,4,1,3,0,36.0783,0,0
Midfielder,10/9/2022,WSOC Game vs UM,0:41:16,222.3241,5.38635,12.59088,3.08978,2016.6834,0,2,0,1,0,27,1,0,5,0,0,0,331.88975,7.57874,0
Midfielder,10/11/2022,WSOC Training,1:32:44,647.68718,6.98417,13.40579,3.43195,6073.15172,2,8,0,9,0,97,6,0,12,1,2,1,1264.80751,69.38976,0
Midfielder,10/12/2022,WSOC Training,1:18:09,489.21652,6.25935,14.53292,3.33885,4264.49977,5,11,0,9,2,35,5,1,13,3,3,0,331.18984,66.27296,6.16798
Midfielder,10/13/2022,WSOC Game vs Indiana,1:00:42,493.34292,8.1254,15.79033,3.39108,4833.00344,5,11,0,5,0,75,10,2,6,5,6,0,1076.78259,141.36045,33.01619
Midfielder,10/14/2022,WSOC Training,1:22:06,656.44012,7.995,15.62749,3.41729,6239.13523,8,10,0,10,2,50,6,2,10,5,7,1,637.70778,337.37969,89.16229
Midfielder,10/15/2022,WSOC Training,0:49:40,336.78114,6.77953,12.63914,3.56803,3525.62031,2,11,1,3,0,43,0,0,5,1,3,0,650.26247,4.8119,0
Midfielder,10/16/2022,WSOC Game at Northwestern,0:55:19,258.50094,4.67314,12.55378,3.06179,2371.02586,4,2,0,3,1,27,1,0,5,2,0,1,365.87925,10.15967,0
Midfielder,10/18/2022,WSOC Training,1:17:30,467.99649,6.03796,0,0,0,2,9,0,11,1,0,0,0,5,0,5,1,0,0,0
Midfielder,10/20/2022,WSOC Game at OSU,0:48:42,221.95057,4.55648,12.10245,3.04912,2211.8761,2,2,0,1,0,27,0,0,2,2,0,0,330.82897,2.46063,0
Midfielder,10/21/2022,WSOC Training,0:58:02,428.5485,7.38427,15.98215,3.64363,3860.76553,5,13,1,13,1,56,7,1,5,3,6,0,749.72662,80.5993,10.95801
Midfielder,10/22/2022,WSOC Training,1:15:44,294.20342,3.8842,9.79231,2.8676,2743.25376,0,3,0,4,0,8,0,0,5,0,0,0,59.25197,0,0
Midfielder,10/23/2022,WSOC Game vs Rutgers,0:46:39,216.41876,4.63771,11.27978,3.41302,2047.73991,1,1,0,2,0,20,0,0,2,1,0,0,263.72484,0,0
Midfielder,10/25/2022,WSOC Training,1:01:01,545.99941,8.94717,15.15072,3.64062,5112.55519,3,8,1,3,0,101,16,2,7,1,1,1,1118.74456,231.40857,21.63167
Midfielder,10/26/2022,WSOC Training,2:04:18,652.86434,5.25179,14.66047,3.30035,6543.87573,4,9,1,10,2,82,3,1,8,1,6,0,891.098,37.56562,8.95669
Midfielder,10/27/2022,WSOC Training,1:38:48,386.23214,3.90898,12.71905,2.87608,3538.52963,3,9,0,2,0,40,3,0,7,3,3,0,366.22922,20.57087,0
Midfielder,10/28/2022,WSOC Training,1:10:39,600.4606,8.49839,15.43443,3.88052,5591.00491,4,11,1,8,0,100,27,5,11,2,4,1,1173.96109,537.63124,65.19029
Midfielder,10/29/2022,WSOC Training,0:50:52,270.06823,5.30847,11.53691,2.58642,2691.12468,3,2,0,3,0,9,0,0,3,2,1,1,156.10236,0,0
Midfielder,10/30/2022,WSOC Game vs Minnesota,0:46:58,232.96157,4.95972,12.82532,3.12526,2226.80851,1,0,1,3,0,27,1,0,2,0,1,0,345.75678,10.64086,0
Midfielder,11/1/2022,WSOC Training,1:32:05,762.96333,8.28459,13.64712,3.36254,7312.49048,7,21,4,11,0,89,9,0,8,3,8,0,1084.93002,104.45101,0
Midfielder,11/2/2022,WSOC Training,0:43:16,290.87445,6.72223,10.60783,2.7042,2964.16709,2,4,0,3,1,31,0,0,4,1,2,0,246.07392,0,0
Midfielder,11/3/2022,WSOC Game vs Nebraska,0:30:44,214.24945,6.97116,11.38322,3.11021,2028.13443,1,0,0,1,0,23,0,0,6,1,1,0,270.08968,0,0
Midfielder,11/4/2022,WSOC Training,0:37:49,298.09396,7.88021,13.6812,3.73971,2695.60633,3,4,3,5,0,46,1,0,5,0,1,0,409.29571,9.47069,0
Midfielder,11/5/2022,WSOC Training,0:46:45,189.72238,4.05734,11.49554,3.35382,1818.53819,0,1,0,7,0,8,0,0,5,0,3,0,70.81146,0,0
Midfielder,11/6/2022,WSOC Game vs PSU,0:34:43,223.1599,6.42745,12.27933,3.46151,2180.66633,3,6,0,0,0,22,0,0,4,1,1,2,317.64,4.85564,0
Midfielder,11/8/2022,WSOC Training,1:20:15,740.45117,9.22629,12.83129,3.16597,7011.34717,10,7,4,7,0,88,3,0,8,3,5,3,1097.75809,42.39939,0
Midfielder,11/10/2022,WSOC Training,1:06:42,497.22403,7.45404,15.69422,3.38745,4404.45424,6,14,1,11,1,56,5,2,4,4,1,0,670.80052,63.71391,20.38495
Midfielder,11/11/2022,WSOC Game vs Milwaukee,0:35:30,252.50383,7.11101,14.4709,3.28249,2329.60726,2,1,1,2,0,37,3,0,2,1,0,0,518.0993,24.67192,6.03675
Midfielder,11/14/2022,WSOC Training,1:52:55,789.71067,6.9928,12.0693,3.2375,7725.01942,9,14,1,19,1,96,0,0,16,4,9,3,1006.51796,3.83858,0
Midfielder,11/15/2022,WSOC Training,1:11:35,448.37916,6.26308,14.12216,3.57897,4745.61036,4,5,2,7,0,57,2,0,13,2,3,0,672.32065,34.76597,1.19204
Midfielder,11/16/2022,WSOC Training,1:25:30,534.20085,6.24698,13.95647,2.83833,5509.07199,7,9,1,6,4,51,5,0,11,2,6,0,708.73796,97.99869,0
Midfielder,11/17/2022,WSOC Training,0:47:08,269.65863,5.72084,10.37324,3.18164,2676.9521,3,9,1,4,0,19,0,0,3,1,2,1,138.76859,0,0
Midfielder,11/18/2022,WSOC Game vs TCU,0:21:42,140.83992,6.48982,10.35662,2.94622,1524.70266,1,1,1,0,0,21,0,0,2,0,0,0,238.10149,0,0
Defender,2/27/2022,WSOC Training,1:43:38,605.71907,5.84466,0,0,0,14,8,3,9,7,0,0,0,12,1,12,3,0,0,0
Defender,2/28/2022,WSOC Training,1:11:53,316.98001,4.40965,0,0,0,4,6,1,4,2,0,0,0,7,0,5,1,0,0,0
Defender,3/28/2022,WSOC Training,0:59:46,258.02092,4.31697,0,0,0,1,3,1,4,0,0,0,0,4,0,8,0,0,0,0
Defender,3/29/2022,WSOC Training,1:28:51,587.15951,6.60793,0,0,0,14,12,2,17,2,0,0,0,12,5,17,5,0,0,0
Defender,3/30/2022,WSOC Training,1:46:17,534.94259,5.03278,14.77728,3.5494,6300.64938,11,7,3,7,3,46,4,1,4,3,10,2,422.13474,55.22747,6.76947
Defender,4/1/2022,WSOC Training,1:22:23,371.93058,4.51463,13.99285,3.07102,4385.03136,5,7,0,3,0,56,2,0,4,3,3,2,657.89588,22.45188,0
Defender,4/2/2022,WSOC Training,0:13:18,24.19723,1.81939,8.4666,1.91719,200.27559,22,10,3,3,4,1,0,0,8,1,9,14,23.90639,0,0
Defender,4/3/2022,WSOC Game vs WMU,1:21:24,492.24936,6.04728,15.10097,3.04275,6201.88623,3,12,1,8,0,81,4,1,10,2,8,0,1006.6601,42.5853,10.62992
Defender,4/4/2022,WSOC Training,1:01:50,289.86103,4.68759,0,0,0,1,1,0,1,0,0,0,0,7,1,6,0,0,0,0
Defender,4/5/2022,WSOC Training,1:29:15,431.02547,4.82889,13.11037,3.26837,5170.48213,1,4,0,9,0,52,1,0,4,1,9,0,430.24932,16.89633,0
Defender,4/7/2022,WSOC Training,1:36:19,445.7113,4.62756,14.43463,3.80111,5816.43233,6,6,2,8,1,73,11,0,3,0,14,3,674.55163,103.52144,5.85083
Defender,4/8/2022,WSOC Training,1:15:20,393.45922,5.22177,0,0,0,5,5,0,12,2,0,0,0,6,3,9,0,0,0,0
Defender,4/10/2022,WSOC Game at UW,0:30:52,135.29881,4.38333,10.55372,3.01139,1606.78079,5,2,0,1,0,9,0,0,2,4,1,1,81.76946,0,0
Defender,4/13/2022,WSOC Training,1:29:16,541.69406,6.06797,0,0,0,5,18,0,13,0,0,0,0,15,2,7,3,0,0,0
Defender,4/14/2022,WSOC Training,0:44:43,216.92944,4.85111,11.22219,2.64312,2562.64671,6,1,0,6,2,10,0,0,3,1,2,3,98.17366,0,0
Defender,4/15/2022,WSOC Scrimmage Green vs White,1:27:50,598.74215,6.81601,17.215,3.90012,8166.82838,6,15,1,8,3,92,14,3,9,1,16,1,1080.64308,152.9965,47.49562
Defender,4/18/2022,WSOC Training,1:13:07,411.78524,5.63106,13.30328,3.69649,3926.91592,5,13,1,7,1,19,1,0,8,1,13,2,214.78565,13.9217,0
Defender,4/19/2022,WSOC Training,0:54:12,299.85641,5.53077,13.33745,3.13138,3066.46947,0,9,0,1,0,61,2,0,3,0,1,0,1004.50571,27.46063,0
Defender,4/20/2022,WSOC Training,1:01:18,271.85519,4.43465,10.91913,3.07349,3172.75991,4,3,1,5,1,32,0,0,5,0,6,2,271.15048,0,0
Defender,4/21/2022,WSOC Training,1:30:16,367.83347,4.07446,13.72303,3.11613,4061.82598,2,2,0,2,1,39,4,0,2,0,11,1,439.30447,35.81584,0
Defender,4/22/2022,WSOC Training,1:40:40,420.41,4.17626,0,0,0,4,5,1,8,0,0,0,0,7,2,11,1,0,0,0
Defender,4/24/2022,WSOC Game at Valpo,1:17:05,551.86418,7.15929,15.07657,3.55382,6391.44298,2,8,1,6,0,50,4,1,10,1,5,0,584.29571,64.89501,8.95669
Defender,4/27/2022,WSOC Training,1:37:45,430.58488,4.40461,13.67026,3.61688,5422.10898,5,18,1,9,2,70,3,0,3,1,9,1,790.36528,36.45013,0
Defender,4/28/2022,WSOC Training,1:04:08,375.9596,5.86173,15.64363,3.80471,4606.61404,6,12,1,9,3,74,11,1,9,1,9,1,1055.11809,132.93963,14.78565
Defender,4/29/2022,WSOC Training,0:36:43,176.05125,4.79486,13.01288,2.77638,2133.27003,1,1,0,3,1,24,2,0,3,0,3,0,246.13955,13.49519,0
Defender,4/30/2022,WSOC Game at NW,0:26:45,139.06023,5.19851,11.62592,2.95178,1750.94551,3,6,2,4,0,11,0,0,2,1,3,0,92.1916,0,0
Defender,8/4/2022,WSOC Training,1:36:20,394.03168,4.09002,14.91443,3.34273,4500.04888,4,7,1,5,1,53,9,3,6,2,5,0,653.05118,169.72878,23.77515
Defender,8/5/2022,WSOC Training,1:44:37,420.33716,4.01765,14.78464,3.45918,4498.30518,5,12,4,10,1,24,3,1,4,0,8,0,244.38977,38.9545,8.27865
Defender,8/6/2022,WSOC ExGame vs Wright State,0:57:39,373.67928,6.48171,15.71641,3.95703,4775.03353,5,9,0,4,1,47,3,1,2,4,5,0,579.49474,35.958,11.94226
Defender,8/7/2022,WSOC Training,0:51:41,267.94333,5.18306,11.63991,2.56273,2826.12285,9,7,2,2,1,9,0,0,10,6,2,0,100.04374,0,0
Defender,8/8/2022,WSOC Training,0:35:41,186.11811,5.21371,12.09625,3.52488,2177.17756,1,4,0,0,0,62,0,0,1,1,0,0,1003.37926,7.20691,0
Defender,8/23/2022,WSOC Training,1:36:00,374.57956,3.90169,14.10684,3.92507,4109.165,11,7,1,14,2,60,7,0,7,8,4,0,578.88234,107.55687,0.65617
Defender,8/24/2022,WSOC Training,1:43:06,418.32605,4.05712,12.92658,3.06271,4739.90347,8,8,1,4,1,42,2,0,4,2,7,4,363.11243,17.0713,0
Defender,8/25/2022,WSOC Training LM,0:45:30,300.79075,6.60979,12.80991,3.41886,3047.26729,7,11,2,11,3,31,4,0,3,1,9,1,282.2944,21.81759,0
Defender,8/25/2022,WSOC Game vs CMU,0:41:50,275.44027,6.58169,11.94249,3.22633,3051.21275,6,3,0,10,1,28,0,0,10,4,4,1,361.69072,2.77778,0
Defender,8/26/2022,WSOC Training,1:33:10,497.36872,5.33821,15.2017,3.76389,5249.1278,12,18,2,14,6,67,9,1,8,3,6,1,754.14479,103.7511,11.36264
Defender,8/27/2022,WSOC Training,1:11:34,409.18242,5.71722,13.62219,3.2547,4314.5214,7,10,1,11,2,48,3,0,8,3,4,1,474.50788,25.71085,0
Defender,8/28/2022,WSOC Game vs Binghamton,0:44:27,228.24451,5.13455,11.10192,2.88793,2439.22036,4,2,1,3,1,11,0,0,4,1,3,1,115.38714,0,0
Defender,8/30/2022,WSOC Training,2:05:47,548.8715,4.36341,16.32223,3.45133,6205.67682,7,11,2,10,1,50,9,2,8,2,7,2,628.86046,133.68329,33.18023
Defender,8/31/2022,WSOC Training,1:17:02,420.73787,5.46098,15.6765,3.45032,4892.42574,6,11,2,8,1,47,8,3,7,3,8,0,528.3246,89.28259,41.88539
Defender,9/1/2022,WSOC LM Training,1:16:27,364.8696,4.77268,3.90186,0.24112,913.02059,46,17,18,30,17,0,0,0,17,10,4,1,0,0,0
Defender,9/1/2022,WSOC Game vs Dartmouth,0:32:20,180.07811,5.56865,12.18831,3.35439,2043.82394,3,1,2,3,0,13,0,0,2,1,3,0,215.15749,2.61374,0
Defender,9/2/2022,WSOC Training,1:22:32,439.18956,5.32136,15.70239,3.32571,5460.86997,2,4,0,5,0,5,0,0,3,1,1,1,65.59493,0,0
Defender,9/3/2022,WSOC Training,0:38:55,244.84931,6.29163,15.23946,3.5173,3213.41988,0,0,0,0,0,5,0,0,1,0,0,0,183.22396,0,0
Defender,9/6/2022,WSOC Training,1:30:53,419.05858,4.61061,15.22746,4.3009,4474.12877,7,7,1,16,3,57,4,1,8,1,8,2,513.19991,42.91339,10.19248
Defender,9/7/2022,WSOC Training,1:20:43,379.21209,4.69806,14.22612,3.87346,4249.28294,5,5,2,6,0,45,3,0,3,1,5,2,441.28391,20.87708,3.34646
Defender,9/8/2022,WSOC Game vs Oakland,0:32:31,179.47983,5.51722,12.69143,3.61022,1739.40183,0,1,0,2,0,10,2,0,2,0,2,0,114.84033,14.47944,0
Defender,9/9/2022,Activity 20220909130956,1:52:05,491.68079,4.38676,14.06645,3.7273,5322.0782,20,15,8,7,3,61,3,0,19,9,9,0,639.55599,50.15311,0
Defender,9/10/2022,WSOC Training,0:40:14,156.22312,3.88191,10.17285,2.79917,1767.06778,2,0,0,1,0,8,0,0,2,1,2,1,75.55774,0,0
Defender,9/11/2022,WSOC Game vs Colorado,0:33:41,179.9964,5.34159,11.01206,3.37185,1945.6809,5,4,2,4,0,16,0,0,5,1,3,2,166.2839,0,0
Defender,9/13/2022,WSOC Training,1:22:41,661.27757,7.99638,16.38104,3.23257,7438.48613,7,11,0,11,2,108,8,4,13,4,8,1,1362.98121,82.43657,56.60542
Defender,9/14/2022,WSOC Training,1:39:16,500.26885,5.03943,14.86149,3.81811,5935.54834,11,13,0,11,3,84,15,6,8,7,11,1,868.72266,226.68417,70.05687
Defender,9/15/2022,WSOC Training,1:32:50,431.83094,4.65123,15.02948,3.5897,5288.40003,4,12,1,11,1,67,6,1,5,1,4,1,719.31322,72.21129,7.49125
Defender,9/16/2022,WSOC Training,1:42:39,527.10305,5.13424,15.50406,3.61414,5494.93231,10,11,2,10,2,69,19,5,10,3,10,3,913.014,223.79702,77.78871
Defender,9/17/2022,WSOC Training,1:09:41,250.03848,3.58787,11.54134,3.20203,2861.28141,9,5,2,7,3,26,0,0,3,4,6,0,245.23184,0,0
Defender,9/18/2022,WSOC Training,1:25:03,374.58951,4.40436,11.858,2.78914,4359.04116,6,15,1,5,2,20,0,0,10,2,10,1,154.94312,0.47025,0
Defender,9/20/2022,WSOC Training,0:48:07,327.68651,6.8094,11.77531,3.12491,3386.19288,7,8,3,13,1,30,0,0,11,2,4,1,303.92607,0,0
Defender,9/21/2022,WSOC Training,1:03:21,167.90113,2.65021,9.84118,3.1865,1801.2825,0,2,0,1,0,2,0,0,1,0,5,0,18.64611,0,0
Defender,9/22/2022,WSOC Game vs Iowa,0:31:17,182.57817,5.836,12.88164,2.99096,1967.56785,6,3,2,3,0,19,1,0,7,3,4,1,185.66273,8.80359,0
Defender,9/27/2022,WSOC Training,0:59:44,225.25051,3.77037,16.804,4.19786,2344.86131,5,14,2,3,0,21,5,3,7,1,7,2,201.67323,31.94444,53.07305
Defender,9/28/2022,WSOC Training,1:30:14,364.23507,4.0364,12.10675,3.04616,4598.55064,8,3,3,4,2,56,0,0,6,3,5,0,562.40157,2.05599,0
Defender,9/29/2022,WSOC Training Nontravelers,1:09:01,345.74027,5.00841,12.28142,3.32214,3800.69423,1,7,1,9,0,35,0,0,3,0,7,0,300.59056,3.96982,0
Defender,9/30/2022,WSOC Training Nontravelers,1:26:14,408.60305,4.7378,11.21954,3.3294,4321.15549,7,10,1,7,3,31,0,0,8,3,14,0,251.49826,0,0
Defender,10/1/2022,WSOC Training Nontravelers,1:10:26,350.72327,4.9784,18.10739,4.13643,4386.13852,9,4,2,4,1,23,2,2,7,6,5,0,237.65311,12.18285,79.09011
Defender,10/2/2022,WSOC Training,0:58:55,298.08341,5.05832,11.64926,3.44899,3506.06243,5,3,1,2,1,11,0,0,3,2,3,1,130.39151,0,0
Defender,10/4/2022,WSOC Training,1:26:34,436.65135,5.04358,16.88448,3.43348,4828.92252,3,9,0,11,1,43,2,1,6,2,4,0,533.03806,33.10368,26.78259
Defender,10/5/2022,WSOC Training,1:24:47,425.35611,5.01602,13.87174,3.35159,5228.1725,3,9,0,7,0,59,3,0,3,3,10,0,816.92911,38.59361,0
Defender,10/6/2022,WSOC Training,1:19:53,466.14551,5.8347,13.93796,3.57772,5365.60461,6,4,0,10,2,63,5,0,10,2,9,2,612.77341,54.83377,0
Defender,10/7/2022,WSOC Training,1:26:19,433.74298,5.02437,15.69424,3.18065,5551.44717,2,7,0,7,1,56,7,3,5,1,4,0,617.46501,81.80227,37.65311
Defender,10/8/2022,WSOC Training,0:57:22,270.00323,4.70591,10.37362,2.93738,2786.79986,7,3,1,7,0,18,0,0,8,6,5,0,131.34296,0,0
Defender,10/9/2022,WSOC Game vs UM,0:44:09,200.18798,4.53295,13.35753,3.04674,2166.27256,4,3,0,1,0,18,1,0,7,4,2,0,201.66229,9.64567,0
Defender,10/11/2022,WSOC Training,1:32:44,344.52974,3.71515,13.64824,3.61556,4104.31557,5,2,1,7,1,47,2,0,5,3,11,0,421.15047,24.96719,0
Defender,10/12/2022,WSOC Training,1:18:09,379.22816,4.8521,13.51397,2.7507,3996.39941,10,10,2,10,3,33,3,0,7,1,9,4,284.83158,34.97375,0
Defender,10/13/2022,WSOC Game vs Indiana,0:41:28,183.40394,4.42264,13.23081,3.14223,2098.86807,7,3,1,2,0,18,1,0,4,5,3,1,189.76378,9.5035,0
Defender,10/14/2022,WSOC Training,1:22:06,505.56348,6.15742,15.95587,3.36041,5845.71986,6,12,1,4,1,44,5,3,8,2,7,2,607.27253,295.82239,134.21916
Defender,10/15/2022,WSOC Training,0:49:40,225.88951,4.54724,13.43846,3.42245,2918.23352,3,3,1,1,1,36,3,0,2,1,1,0,387.87182,36.90945,0
Defender,10/18/2022,WSOC Training,1:17:30,334.97075,4.3217,0,0,0,7,8,1,8,4,0,0,0,6,1,8,1,0,0,0
Defender,10/19/2022,WSOC Training,1:10:20,271.96492,3.86663,11.98646,3.40674,3318.06974,3,3,1,3,0,46,0,0,9,1,3,1,582.44751,2.26378,0
Defender,10/20/2022,WSOC Game at OSU,0:48:42,203.71408,4.1821,12.6438,3.44796,2226.97857,4,5,0,1,1,19,1,0,6,2,4,1,216.43701,10.84864,0
Defender,10/21/2022,WSOC Training,0:58:02,317.05788,5.46319,13.84482,3.27509,3428.33666,7,4,2,7,1,47,10,0,7,3,8,1,636.48295,97.96588,0
Defender,10/22/2022,WSOC Training,1:15:44,269.98876,3.56451,9.91586,3.17013,3080.53782,6,5,0,4,1,8,0,0,3,4,1,1,60.77209,0,0
Defender,10/23/2022,WSOC Game vs Rutgers,0:48:22,173.70129,3.5905,11.56031,3.32573,1979.17642,6,3,0,1,0,19,0,0,5,6,1,0,190.8902,0,0
Defender,10/25/2022,WSOC Training,1:01:01,407.6788,6.68054,16.5256,3.18531,4435.49695,4,3,0,10,1,72,10,3,7,2,3,1,870.86616,113.86702,59.36133
Defender,10/26/2022,WSOC Training,2:04:18,573.19536,4.61092,15.82902,3.87228,6875.45774,7,13,2,11,1,92,15,1,8,1,15,3,1042.62906,200.18591,30.94926
Defender,10/27/2022,WSOC Training,1:38:48,429.29006,4.34475,16.96882,3.13587,5355.19909,8,6,4,8,0,58,9,3,6,4,3,0,709.1426,99.55162,48.44707
Defender,10/28/2022,WSOC Training,1:10:39,452.99575,6.4113,15.64565,3.75712,5212.06439,8,14,2,7,2,84,29,6,6,2,5,2,959.78785,504.66974,120.28653
Defender,10/29/2022,WSOC Training,0:50:52,203.97541,4.00933,11.42791,2.57042,2456.17264,2,2,0,2,2,8,0,0,2,0,2,0,182.46937,0,0
Defender,10/30/2022,WSOC Game vs Minnesota,0:39:17,218.51756,5.56256,12.32627,3.17379,2292.7432,5,2,1,4,1,22,1,0,7,3,5,0,208.93482,5.07437,0
Defender,11/1/2022,WSOC Training,1:32:05,635.09758,6.89616,14.30304,3.63758,6808.82061,14,12,3,13,7,85,10,0,9,1,7,3,820.61461,78.23709,3.28084
Defender,11/2/2022,WSOC Training,1:00:13,284.49424,4.72421,14.70696,3.0506,3451.49417,1,5,0,5,0,33,2,1,8,1,3,0,373.72047,29.1776,11.80009
Defender,11/3/2022,WSOC Game vs Nebraska,0:30:44,136.89526,4.45424,10.39367,2.68377,1672.44125,1,0,0,0,0,12,0,0,6,1,2,0,121.53324,0,0
Defender,11/8/2022,WSOC Training,1:20:15,505.07253,6.29339,14.84217,3.94558,6071.80779,6,8,3,7,1,69,6,1,10,1,4,1,763.39675,69.92563,8.26772
Defender,11/9/2022,WSOC Training,1:43:14,426.08396,4.12731,15.09463,3.49993,4672.97039,5,9,1,10,3,43,5,1,6,1,3,0,431.94445,39.38101,14.8622
Defender,11/10/2022,WSOC Training,1:06:42,316.92137,4.75106,13.15887,3.36253,3472.38817,4,7,1,12,1,34,1,0,10,2,5,0,337.44533,13.014,0
Defender,11/14/2022,WSOC Training,1:52:55,592.62749,5.24765,16.4529,3.40495,7219.56863,9,13,5,8,1,71,6,3,11,3,8,0,932.25064,55.79615,34.25197
